setting,n,model,metric,index,truth,estimate_mean,estimate_sd,bias,abs_bias,rmse,mae,mcse_mean,n_rep,n_obs,n_missing,source_files
nonlinear_moderates,500,structured_flow,latent_beta,1,,-0.02142784830421236,0.11396636615091064,,,,,0.011396636615091065,100,100,0,20
nonlinear_moderates,500,structured_flow,latent_beta,2,,-0.002407780760050903,0.0970288825931327,,,,,0.00970288825931327,100,100,0,20
nonlinear_moderates,500,structured_flow,latent_beta,3,,-0.004846072864642428,0.07652258488521475,,,,,0.007652258488521475,100,100,0,20
nonlinear_moderates,500,structured_flow,latent_beta,4,,-0.006053005606127855,0.081577159582543,,,,,0.0081577159582543,100,100,0,20
nonlinear_moderates,500,structured_flow,wasserstein_unit,1,0.73482,0.7302781322548018,0.12553745251361273,-0.004541867745198387,0.004541867745198387,0.12499073576224107,0.09997697611074,0.012553745251361274,100,100,0,20
nonlinear_moderates,1000,model_free_flow,category_effect,1,-0.0326199999999999,-0.03314913069534175,0.013262925036205745,-0.0005291306953418571,0.0005291306953418571,0.013207047664168022,0.010742122336070714,0.0013262925036205745,100,100,0,20
nonlinear_moderates,1000,structured_flow,category_effect,1,-0.0326199999999999,-0.03359789198666866,0.016298461798918255,-0.0009778919866687608,0.0009778919866687608,0.016246222058628912,0.013268976823783292,0.0016298461798918255,100,100,0,20
nonlinear_moderates,1000,empirical,category_effect,1,-0.0326199999999999,-0.03469047261747748,0.013217052338710953,-0.0020704726174775763,0.0020704726174775763,0.01331279176802172,0.010302874227361149,0.0013217052338710953,100,100,0,20
nonlinear_moderates,1000,ordered_logit,category_effect,1,-0.0326199999999999,-0.04657742036810401,0.00823958552346968,-0.013957420368104092,0.013957420368104092,0.0161870764881912,0.014159094745757921,0.0008239585523469679,100,100,0,20
nonlinear_moderates,1000,ordered_probit,category_effect,1,-0.0326199999999999,-0.057644025116421485,0.009175748791758382,-0.02502402511642159,0.02502402511642159,0.026637459624706313,0.02502402511642159,0.0009175748791758382,100,100,0,20
nonlinear_moderates,1000,empirical,cumulative_ge_effect,2,0.0326199999999999,0.03469047261747748,0.013217052338710946,0.002070472617477581,0.002070472617477581,0.013312791768021713,0.010302874227361146,0.0013217052338710946,100,100,0,20
nonlinear_moderates,1000,empirical,cumulative_ge_effect,3,0.19329,0.19728063742031593,0.026128473121293527,0.003990637420315941,0.003990637420315941,0.026302002273478772,0.020398638238663235,0.0026128473121293525,100,100,0,20
nonlinear_moderates,1000,empirical,cumulative_ge_effect,4,0.27214,0.27932385567633616,0.03036643377534169,0.007183855676336156,0.007183855676336156,0.031056511066253366,0.026050773115336757,0.0030366433775341688,100,100,0,20
nonlinear_moderates,1000,empirical,cumulative_ge_effect,5,0.2367699999999999,0.240309145120919,0.030595649941954836,0.0035391451209191103,0.0035391451209191103,0.03064732297614035,0.024402012106692416,0.0030595649941954836,100,100,0,20
nonlinear_moderates,1000,empirical,wasserstein_unit,1,0.73482,0.7516041108350486,0.07951332934405793,0.016784110835048684,0.016784110835048684,0.08087553538905357,0.06690252442179986,0.007951332934405793,100,100,0,20
nonlinear_moderates,1000,empirical,category_effect,2,-0.1606699999999999,-0.1625901648028384,0.023251757278796838,-0.0019201648028385108,0.0019201648028385108,0.02321475408563745,0.018052694240918987,0.0023251757278796837,100,100,0,20
nonlinear_moderates,1000,structured_flow,category_effect,2,-0.1606699999999999,-0.16348931942563583,0.02515090655507614,-0.0028193194256359174,0.0028193194256359174,0.025183148761831156,0.01933395839288346,0.0025150906555076137,100,100,0,20
nonlinear_moderates,1000,model_free_flow,category_effect,2,-0.1606699999999999,-0.16794366484206955,0.019416683041523372,-0.007273664842069645,0.007273664842069645,0.020643248406352902,0.01643676002762486,0.0019416683041523371,100,100,0,20
nonlinear_moderates,1000,ordered_logit,category_effect,2,-0.1606699999999999,-0.13389512971531686,0.01710659097043467,0.026774870284683044,0.026774870284683044,0.031727003937419965,0.02780685101504297,0.0017106590970434672,100,100,0,20
nonlinear_moderates,1000,ordered_probit,category_effect,2,-0.1606699999999999,-0.12596636279826215,0.01684956008761377,0.03470363720173774,0.03470363720173774,0.03854103051845502,0.035313738170610294,0.001684956008761377,100,100,0,20
nonlinear_moderates,1000,model_free_flow,cumulative_ge_effect,2,0.0326199999999999,0.033149130695341755,0.013262925036205745,0.0005291306953418581,0.0005291306953418581,0.013207047664168022,0.010742122336070714,0.0013262925036205745,100,100,0,20
nonlinear_moderates,1000,model_free_flow,cumulative_ge_effect,3,0.19329,0.20109279553741138,0.022765155914475376,0.007802795537411356,0.007802795537411356,0.023957324950230067,0.019061699944071545,0.0022765155914475374,100,100,0,20
nonlinear_moderates,1000,model_free_flow,cumulative_ge_effect,4,0.27214,0.27987863037067884,0.026895374349664262,0.007738630370678896,0.007738630370678896,0.027857026937713334,0.02210734358324982,0.0026895374349664262,100,100,0,20
nonlinear_moderates,1000,model_free_flow,cumulative_ge_effect,5,0.2367699999999999,0.2295455576440326,0.0280336934313644,-0.007224442355967276,0.007224442355967276,0.028813567205127174,0.02322920846487456,0.0028033693431364403,100,100,0,20
nonlinear_moderates,1000,model_free_flow,wasserstein_unit,1,0.73482,0.7436661142474645,0.07003638636520719,0.008846114247464362,0.008846114247464362,0.07024455991907705,0.05851519875352493,0.007003638636520719,100,100,0,20
nonlinear_moderates,1000,model_free_flow,category_effect,3,-0.07885,-0.0787858348332675,0.016602777160302437,6.416516673250605e-05,6.416516673250605e-05,0.016519679310111786,0.012888355381673966,0.0016602777160302437,100,100,0,20
nonlinear_moderates,1000,empirical,category_effect,3,-0.07885,-0.08204321825602018,0.02002864990514751,-0.003193218256020156,0.003193218256020156,0.020182467432980442,0.016148406120618065,0.002002864990514751,100,100,0,20
nonlinear_moderates,1000,structured_flow,category_effect,3,-0.07885,-0.08228595530009807,0.022278786794649775,-0.0034359553000980676,0.0034359553000980676,0.022431823074715054,0.018109095915358718,0.0022278786794649773,100,100,0,20
nonlinear_moderates,1000,ordered_logit,category_effect,3,-0.07885,-0.0724115883834541,0.010464227776276435,0.006438411616545919,0.006438411616545919,0.012241658648579071,0.010195866397915476,0.0010464227776276435,100,100,0,20
nonlinear_moderates,1000,ordered_probit,category_effect,3,-0.07885,-0.05851097108397397,0.008862355725339667,0.020339028916026035,0.020339028916026035,0.022168266345372598,0.02049552834499944,0.0008862355725339667,100,100,0,20
nonlinear_moderates,1000,ordered_logit,cumulative_ge_effect,2,0.0326199999999999,0.04657742036810401,0.008239585523469683,0.013957420368104096,0.013957420368104096,0.0161870764881912,0.014159094745757925,0.0008239585523469684,100,100,0,20
nonlinear_moderates,1000,ordered_logit,cumulative_ge_effect,3,0.19329,0.18047255008342084,0.020874823686640467,-0.012817449916579118,0.012817449916579118,0.024406714315385773,0.01953828484123898,0.0020874823686640467,100,100,0,20
nonlinear_moderates,1000,ordered_logit,cumulative_ge_effect,4,0.27214,0.252884138466875,0.027786022986764913,-0.019255861533124943,0.019255861533124943,0.033691699958145464,0.027498541723201632,0.0027786022986764913,100,100,0,20
nonlinear_moderates,1000,ordered_logit,cumulative_ge_effect,5,0.2367699999999999,0.2621880165245317,0.027126064443356638,0.025418016524531767,0.025418016524531767,0.037074798752045265,0.029598667913553346,0.002712606444335664,100,100,0,20
nonlinear_moderates,1000,ordered_logit,latent_beta,0,,1.2078005852430025,0.13411024109647826,,,,,0.013411024109647826,100,100,0,20
nonlinear_moderates,1000,ordered_logit,latent_beta,1,,0.014977786734188219,0.1185460624059175,,,,,0.01185460624059175,100,100,0,20
nonlinear_moderates,1000,ordered_logit,latent_beta,2,,-0.003063402564416717,0.06727618018068912,,,,,0.006727618018068912,100,100,0,20
nonlinear_moderates,1000,ordered_logit,latent_beta,3,,-0.004312978436217495,0.07290770249995288,,,,,0.007290770249995288,100,100,0,20
nonlinear_moderates,1000,ordered_logit,latent_beta,4,,-0.0014337602122420773,0.07381320493570381,,,,,0.007381320493570381,100,100,0,20
nonlinear_moderates,1000,ordered_logit,wasserstein_unit,1,0.73482,0.7421221254429318,0.078346291698847,0.0073021254429317395,0.0073021254429317395,0.07829483408702981,0.06555763341685265,0.007834629169884701,100,100,0,20
nonlinear_moderates,1000,structured_flow,category_effect,4,0.03537,0.03598647985890549,0.029151993113350063,0.0006164798589054887,0.0006164798589054887,0.029012417391048914,0.02352926427629292,0.002915199311335006,100,100,0,20
nonlinear_moderates,1000,empirical,category_effect,4,0.03537,0.03901471055541708,0.02822191855276564,0.0036447105554170867,0.0036447105554170867,0.028315999628544225,0.022331738517065217,0.002822191855276564,100,100,0,20
nonlinear_moderates,1000,model_free_flow,category_effect,4,0.03537,0.050333072726646215,0.02646807406167228,0.014963072726646208,0.014963072726646208,0.030289385938175296,0.024353423556862226,0.002646807406167228,100,100,0,20
nonlinear_moderates,1000,ordered_probit,category_effect,4,0.03537,-0.008210839436023666,0.007565892162529633,-0.043580839436023665,0.043580839436023665,0.044226235007304805,0.043580839436023665,0.0007565892162529633,100,100,0,20
nonlinear_moderates,1000,ordered_logit,category_effect,4,0.03537,-0.009303878057656617,0.009831395064183939,-0.044673878057656616,0.044673878057656616,0.045732320587625476,0.044673878057656616,0.0009831395064183938,100,100,0,20
nonlinear_moderates,1000,ordered_probit,cumulative_ge_effect,2,0.0326199999999999,0.057644025116421485,0.009175748791758384,0.02502402511642158,0.02502402511642158,0.02663745962470631,0.02502402511642158,0.0009175748791758384,100,100,0,20
nonlinear_moderates,1000,ordered_probit,cumulative_ge_effect,3,0.19329,0.18361038791468365,0.02092009774349508,-0.009679612085316315,0.009679612085316315,0.022955802639498712,0.018559944451459153,0.002092009774349508,100,100,0,20
nonlinear_moderates,1000,ordered_probit,cumulative_ge_effect,4,0.27214,0.24212135899865772,0.026925828809614978,-0.030018641001342283,0.030018641001342283,0.04023517195292339,0.033755208266067614,0.002692582880961498,100,100,0,20
nonlinear_moderates,1000,ordered_probit,cumulative_ge_effect,5,0.2367699999999999,0.25033219843468135,0.026722973714555495,0.01356219843468145,0.01356219843468145,0.02984810508707398,0.02425625395138308,0.0026722973714555496,100,100,0,20
nonlinear_moderates,1000,ordered_probit,latent_beta,0,,0.6976827286496744,0.07828630136059728,,,,,0.007828630136059727,100,100,0,20
nonlinear_moderates,1000,ordered_probit,latent_beta,1,,0.005589695526751612,0.06830881277750883,,,,,0.0068308812777508835,100,100,0,20
nonlinear_moderates,1000,ordered_probit,latent_beta,2,,-0.0013375226739997426,0.038326119480867185,,,,,0.0038326119480867186,100,100,0,20
nonlinear_moderates,1000,ordered_probit,latent_beta,3,,-0.0015061309264731318,0.04240129259692657,,,,,0.004240129259692657,100,100,0,20
nonlinear_moderates,1000,ordered_probit,latent_beta,4,,9.539096859722419e-05,0.041904533931777885,,,,,0.004190453393177788,100,100,0,20
nonlinear_moderates,1000,ordered_probit,wasserstein_unit,1,0.73482,0.7337079704644444,0.07857955641605106,-0.0011120295355556919,0.0011120295355556919,0.07819357920805177,0.06533352879693209,0.007857955641605106,100,100,0,20
nonlinear_moderates,1000,empirical,category_effect,5,0.2367699999999999,0.240309145120919,0.030595649941954836,0.0035391451209191103,0.0035391451209191103,0.03064732297614035,0.024402012106692416,0.0030595649941954836,100,100,0,20
nonlinear_moderates,1000,structured_flow,category_effect,5,0.2367699999999999,0.24338668685349707,0.03490831426816849,0.006616686853497181,0.006616686853497181,0.03535795590686777,0.028948161970675634,0.003490831426816849,100,100,0,20
nonlinear_moderates,1000,model_free_flow,category_effect,5,0.2367699999999999,0.2295455576440326,0.0280336934313644,-0.007224442355967276,0.007224442355967276,0.028813567205127174,0.02322920846487456,0.0028033693431364403,100,100,0,20
nonlinear_moderates,1000,ordered_probit,category_effect,5,0.2367699999999999,0.25033219843468135,0.026722973714555495,0.01356219843468145,0.01356219843468145,0.02984810508707398,0.02425625395138308,0.0026722973714555496,100,100,0,20
nonlinear_moderates,1000,ordered_logit,category_effect,5,0.2367699999999999,0.2621880165245317,0.027126064443356638,0.025418016524531767,0.025418016524531767,0.037074798752045265,0.029598667913553346,0.002712606444335664,100,100,0,20
nonlinear_moderates,1000,structured_flow,cumulative_ge_effect,2,0.0326199999999999,0.033597891986668654,0.016298461798918248,0.0009778919866687608,0.0009778919866687608,0.016246222058628905,0.013268976823783286,0.0016298461798918249,100,100,0,20
nonlinear_moderates,1000,structured_flow,cumulative_ge_effect,3,0.19329,0.1970872114123045,0.03067740249091931,0.0037972114123045173,0.0037972114123045173,0.030758914282914787,0.02351735698774929,0.0030677402490919313,100,100,0,20
nonlinear_moderates,1000,structured_flow,cumulative_ge_effect,4,0.27214,0.27937316671240264,0.03509724711001577,0.007233166712402653,0.007233166712402653,0.03566254741102919,0.029131408571483837,0.003509724711001577,100,100,0,20
nonlinear_moderates,1000,structured_flow,cumulative_ge_effect,5,0.2367699999999999,0.24338668685349707,0.03490831426816849,0.006616686853497181,0.006616686853497181,0.03535795590686777,0.028948161970675634,0.003490831426816849,100,100,0,20
nonlinear_moderates,1000,structured_flow,latent_beta,0,,0.9920196406607035,0.011074695986308126,,,,,0.0011074695986308127,100,100,0,20
nonlinear_moderates,1000,structured_flow,latent_beta,1,,0.004021386390762622,0.07275774906969373,,,,,0.007275774906969373,100,100,0,20
nonlinear_moderates,1000,structured_flow,latent_beta,2,,-0.005375521747695558,0.07397940755452385,,,,,0.007397940755452385,100,100,0,20
nonlinear_moderates,1000,structured_flow,latent_beta,3,,-0.0022550303443022194,0.05106296176341519,,,,,0.005106296176341519,100,100,0,20
nonlinear_moderates,1000,structured_flow,latent_beta,4,,-0.005325397646794943,0.049815509828890055,,,,,0.004981550982889006,100,100,0,20
nonlinear_moderates,1000,structured_flow,wasserstein_unit,1,0.73482,0.753444956964873,0.09523515935850553,0.01862495696487303,0.01862495696487303,0.09657084054828825,0.07715241341584023,0.009523515935850553,100,100,0,20
nonlinear_moderates,2000,empirical,category_effect,1,-0.0326199999999999,-0.03233469817483004,0.009587552803174105,0.0002853018251698592,0.0002853018251698592,0.009543759961229135,0.007497688406934281,0.0009587552803174105,100,100,0,20
nonlinear_moderates,2000,structured_flow,category_effect,1,-0.0326199999999999,-0.032214793835819766,0.013010638534447219,0.0004052061641801285,0.0004052061641801285,0.012951762040695163,0.010688967872105463,0.0013010638534447219,100,100,0,20
nonlinear_moderates,2000,model_free_flow,category_effect,1,-0.0326199999999999,-0.031017239525916715,0.007920751020199296,0.0016027604740831832,0.0016027604740831832,0.008042372466755793,0.006577804304651289,0.0007920751020199296,100,100,0,20
nonlinear_moderates,2000,ordered_logit,category_effect,1,-0.0326199999999999,-0.04577460829596038,0.005666248834018246,-0.013154608295960473,0.013154608295960473,0.014311849339294873,0.013199808372807658,0.0005666248834018246,100,100,0,20
nonlinear_moderates,2000,ordered_probit,category_effect,1,-0.0326199999999999,-0.056954227187152394,0.006391080392994726,-0.0243342271871525,0.0243342271871525,0.025151382910284993,0.0243342271871525,0.0006391080392994725,100,100,0,20
nonlinear_moderates,2000,empirical,cumulative_ge_effect,2,0.0326199999999999,0.03233469817483003,0.009587552803174115,-0.00028530182516987184,0.00028530182516987184,0.009543759961229147,0.00749768840693429,0.0009587552803174115,100,100,0,20
nonlinear_moderates,2000,empirical,cumulative_ge_effect,3,0.19329,0.19285448202958935,0.01748250888043568,-0.00043551797041062215,0.00043551797041062215,0.017400327913275594,0.014170277930891822,0.001748250888043568,100,100,0,20
nonlinear_moderates,2000,empirical,cumulative_ge_effect,4,0.27214,0.27316488359999164,0.02030626289663252,0.00102488359999163,0.00102488359999163,0.020230453679846504,0.016341877179446445,0.002030626289663252,100,100,0,20
nonlinear_moderates,2000,empirical,cumulative_ge_effect,5,0.2367699999999999,0.2424299777245937,0.02148106997934853,0.005659977724593823,0.005659977724593823,0.02211011876101054,0.017791774290383314,0.002148106997934853,100,100,0,20
nonlinear_moderates,2000,empirical,wasserstein_unit,1,0.73482,0.7407840415290049,0.055026683016001075,0.005964041529004863,0.005964041529004863,0.055074733559643485,0.045033375027509155,0.005502668301600107,100,100,0,20
nonlinear_moderates,2000,empirical,category_effect,2,-0.1606699999999999,-0.1605197838547593,0.016172940299981134,0.00015021614524060006,0.00015021614524060006,0.016092573531215484,0.012287743353498208,0.0016172940299981134,100,100,0,20
nonlinear_moderates,2000,structured_flow,category_effect,2,-0.1606699999999999,-0.1636971931245632,0.018111262100631884,-0.0030271931245633315,0.0030271931245633315,0.01827297279980492,0.01421065859557325,0.0018111262100631883,100,100,0,20
nonlinear_moderates,2000,model_free_flow,category_effect,2,-0.1606699999999999,-0.1690548252264296,0.01518604979857235,-0.008384825226429707,0.008384825226429707,0.017280487304403312,0.01427757809839799,0.001518604979857235,100,100,0,20
nonlinear_moderates,2000,ordered_logit,category_effect,2,-0.1606699999999999,-0.13314530833311108,0.01134531797527043,0.02752469166688884,0.02752469166688884,0.029749583676375944,0.02752469166688884,0.001134531797527043,100,100,0,20
nonlinear_moderates,2000,ordered_probit,category_effect,2,-0.1606699999999999,-0.12480705735905842,0.011144576856374816,0.035862942640941455,0.035862942640941455,0.037538117057759106,0.035862942640941455,0.0011144576856374816,100,100,0,20
nonlinear_moderates,2000,model_free_flow,cumulative_ge_effect,2,0.0326199999999999,0.03101723952591672,0.007920751020199299,-0.0016027604740831754,0.0016027604740831754,0.008042372466755794,0.0065778043046512925,0.0007920751020199299,100,100,0,20
nonlinear_moderates,2000,model_free_flow,cumulative_ge_effect,3,0.19329,0.20007206475234643,0.014342537229591739,0.006782064752346395,0.006782064752346395,0.015800243439435428,0.013096901307484523,0.0014342537229591738,100,100,0,20
nonlinear_moderates,2000,model_free_flow,cumulative_ge_effect,4,0.27214,0.2741877277679736,0.018883322310109175,0.0020477277679736418,0.0020477277679736418,0.018899927297863415,0.015433457428105122,0.0018883322310109176,100,100,0,20
nonlinear_moderates,2000,model_free_flow,cumulative_ge_effect,5,0.2367699999999999,0.23546421199526474,0.017510595024474905,-0.0013057880047351816,0.0013057880047351816,0.01747168598170663,0.013591997536825242,0.0017510595024474904,100,100,0,20
nonlinear_moderates,2000,model_free_flow,wasserstein_unit,1,0.73482,0.740741244041502,0.04287780060426984,0.005921244041501838,0.005921244041501838,0.04307182208604541,0.03572221192475628,0.004287780060426984,100,100,0,20
nonlinear_moderates,2000,empirical,category_effect,3,-0.07885,-0.0803104015704022,0.013345614275610823,-0.0014604015704021988,0.0014604015704021988,0.013358785084590841,0.010760256129930526,0.0013345614275610822,100,100,0,20
nonlinear_moderates,2000,structured_flow,category_effect,3,-0.07885,-0.08108777428008349,0.015535919513407782,-0.0022377742800834947,0.0022377742800834947,0.015619179904989155,0.012989957509204198,0.0015535919513407783,100,100,0,20
nonlinear_moderates,2000,model_free_flow,category_effect,3,-0.07885,-0.0741156630156272,0.0126772118899347,0.004734336984372796,0.004734336984372796,0.013472881316588475,0.010927621606234283,0.00126772118899347,100,100,0,20
nonlinear_moderates,2000,ordered_logit,category_effect,3,-0.07885,-0.07074441161098963,0.006625305584094032,0.008105588389010375,0.008105588389010375,0.01044778878394185,0.008984554958974338,0.0006625305584094033,100,100,0,20
nonlinear_moderates,2000,ordered_probit,category_effect,3,-0.07885,-0.056821330314981475,0.005760819513759638,0.022028669685018536,0.022028669685018536,0.02276219363653396,0.022028669685018536,0.0005760819513759638,100,100,0,20
nonlinear_moderates,2000,ordered_logit,cumulative_ge_effect,2,0.0326199999999999,0.04577460829596038,0.005666248834018251,0.013154608295960473,0.013154608295960473,0.014311849339294873,0.013199808372807658,0.0005666248834018251,100,100,0,20
nonlinear_moderates,2000,ordered_logit,cumulative_ge_effect,3,0.19329,0.17891991662907145,0.014464221567748011,-0.01437008337092853,0.01437008337092853,0.020337671071013374,0.01654738310570273,0.0014464221567748012,100,100,0,20
nonlinear_moderates,2000,ordered_logit,cumulative_ge_effect,4,0.27214,0.2496643282400611,0.01852912898875771,-0.02247567175993892,0.02247567175993892,0.02906976360295551,0.024080790245939388,0.001852912898875771,100,100,0,20
nonlinear_moderates,2000,ordered_logit,cumulative_ge_effect,5,0.2367699999999999,0.2601794016896426,0.01908645635555138,0.02340940168964272,0.02340940168964272,0.030143821514819442,0.02593851718531597,0.001908645635555138,100,100,0,20
nonlinear_moderates,2000,ordered_logit,latent_beta,0,,1.1909085230789853,0.09040694010352782,,,,,0.009040694010352781,100,100,0,20
nonlinear_moderates,2000,ordered_logit,latent_beta,1,,0.007065387672654763,0.08476586441390803,,,,,0.008476586441390804,100,100,0,20
nonlinear_moderates,2000,ordered_logit,latent_beta,2,,0.001597845862440475,0.04283363791610801,,,,,0.004283363791610801,100,100,0,20
nonlinear_moderates,2000,ordered_logit,latent_beta,3,,-0.0025828142836886673,0.0449443387344045,,,,,0.00449443387344045,100,100,0,20
nonlinear_moderates,2000,ordered_logit,latent_beta,4,,-0.0030068802382073366,0.04650344466999711,,,,,0.004650344466999711,100,100,0,20
nonlinear_moderates,2000,ordered_logit,wasserstein_unit,1,0.73482,0.734538254854736,0.054466284103934184,-0.0002817451452641417,0.0002817451452641417,0.054194000806145046,0.043735500674880294,0.005446628410393418,100,100,0,20
nonlinear_moderates,2000,model_free_flow,category_effect,4,0.03537,0.03872351577270886,0.018420759590304075,0.003353515772708859,0.003353515772708859,0.018632691917239142,0.01509772064278146,0.0018420759590304075,100,100,0,20
nonlinear_moderates,2000,empirical,category_effect,4,0.03537,0.03073490587539786,0.018969664181071454,-0.0046350941246021396,0.0046350941246021396,0.019435374323514335,0.015589045048390314,0.0018969664181071454,100,100,0,20
nonlinear_moderates,2000,structured_flow,category_effect,4,0.03537,0.02900615588047325,0.02232880511778734,-0.00636384411952676,0.00636384411952676,0.02311035037782595,0.018984934161929232,0.002232880511778734,100,100,0,20
nonlinear_moderates,2000,ordered_probit,category_effect,4,0.03537,-0.008933670132443769,0.005001276159099445,-0.04430367013244378,0.04430367013244378,0.04458225905886523,0.04430367013244378,0.0005001276159099445,100,100,0,20
nonlinear_moderates,2000,ordered_logit,category_effect,4,0.03537,-0.010515073449581382,0.006391738222475166,-0.045885073449581384,0.045885073449581384,0.046323706024055125,0.045885073449581384,0.0006391738222475166,100,100,0,20
nonlinear_moderates,2000,ordered_probit,cumulative_ge_effect,2,0.0326199999999999,0.056954227187152394,0.006391080392994724,0.02433422718715249,0.02433422718715249,0.02515138291028499,0.02433422718715249,0.0006391080392994724,100,100,0,20
nonlinear_moderates,2000,ordered_probit,cumulative_ge_effect,3,0.19329,0.1817612845462109,0.01455228920268881,-0.01152871545378908,0.01152871545378908,0.018508449687716727,0.014726585705089591,0.0014552289202688809,100,100,0,20
nonlinear_moderates,2000,ordered_probit,cumulative_ge_effect,4,0.27214,0.2385826148611924,0.018243875631448362,-0.03355738513880759,0.03355738513880759,0.03815244036008002,0.03355738513880759,0.0018243875631448361,100,100,0,20
nonlinear_moderates,2000,ordered_probit,cumulative_ge_effect,5,0.2367699999999999,0.2475162849936362,0.01895496011915899,0.010746284993636288,0.010746284993636288,0.021706686738242,0.017921682789846734,0.0018954960119158992,100,100,0,20
nonlinear_moderates,2000,ordered_probit,latent_beta,0,,0.6865828752763632,0.05372337856312353,,,,,0.005372337856312353,100,100,0,20
nonlinear_moderates,2000,ordered_probit,latent_beta,1,,0.00020681038157498996,0.05120737534188115,,,,,0.005120737534188115,100,100,0,20
nonlinear_moderates,2000,ordered_probit,latent_beta,2,,0.0016583032238779252,0.0246660845213701,,,,,0.00246660845213701,100,100,0,20
nonlinear_moderates,2000,ordered_probit,latent_beta,3,,-0.0011090282223772735,0.025369348687805392,,,,,0.002536934868780539,100,100,0,20
nonlinear_moderates,2000,ordered_probit,latent_beta,4,,-0.0003214949805680824,0.026803213865135917,,,,,0.002680321386513592,100,100,0,20
nonlinear_moderates,2000,ordered_probit,wasserstein_unit,1,0.73482,0.724814411588192,0.055087308425172,-0.010005588411807945,0.010005588411807945,0.05571693847925629,0.044733806626009745,0.0055087308425172,100,100,0,20
nonlinear_moderates,2000,model_free_flow,category_effect,5,0.2367699999999999,0.23546421199526474,0.017510595024474905,-0.0013057880047351816,0.0013057880047351816,0.01747168598170663,0.013591997536825242,0.0017510595024474904,100,100,0,20
nonlinear_moderates,2000,empirical,category_effect,5,0.2367699999999999,0.2424299777245937,0.02148106997934853,0.005659977724593823,0.005659977724593823,0.02211011876101054,0.017791774290383314,0.002148106997934853,100,100,0,20
nonlinear_moderates,2000,ordered_probit,category_effect,5,0.2367699999999999,0.2475162849936362,0.01895496011915899,0.010746284993636288,0.010746284993636288,0.021706686738242,0.017921682789846734,0.0018954960119158992,100,100,0,20
nonlinear_moderates,2000,structured_flow,category_effect,5,0.2367699999999999,0.24799360535999326,0.02540662916008191,0.011223605359993338,0.011223605359993338,0.027658835017079376,0.02286851889882232,0.002540662916008191,100,100,0,20
nonlinear_moderates,2000,ordered_logit,category_effect,5,0.2367699999999999,0.2601794016896426,0.01908645635555138,0.02340940168964272,0.02340940168964272,0.030143821514819442,0.02593851718531597,0.001908645635555138,100,100,0,20
nonlinear_moderates,2000,structured_flow,cumulative_ge_effect,2,0.0326199999999999,0.032214793835819766,0.013010638534447217,-0.0004052061641801302,0.0004052061641801302,0.012951762040695158,0.01068896787210546,0.0013010638534447217,100,100,0,20
nonlinear_moderates,2000,structured_flow,cumulative_ge_effect,3,0.19329,0.19591198696038298,0.021004723877916368,0.0026219869603829895,0.0026219869603829895,0.021063267945787834,0.01722647284792529,0.002100472387791637,100,100,0,20
nonlinear_moderates,2000,structured_flow,cumulative_ge_effect,4,0.27214,0.27699976124046655,0.02458370267137224,0.004859761240466576,0.004859761240466576,0.024938567159691265,0.02074846297074667,0.0024583702671372243,100,100,0,20
nonlinear_moderates,2000,structured_flow,cumulative_ge_effect,5,0.2367699999999999,0.24799360535999326,0.02540662916008191,0.011223605359993338,0.011223605359993338,0.027658835017079376,0.02286851889882232,0.002540662916008191,100,100,0,20
nonlinear_moderates,2000,structured_flow,latent_beta,0,,0.9958001510386048,0.0048109770472724266,,,,,0.00048109770472724265,100,100,0,20
nonlinear_moderates,2000,structured_flow,latent_beta,1,,-0.0006150079883388408,0.044167210791009825,,,,,0.004416721079100983,100,100,0,20
nonlinear_moderates,2000,structured_flow,latent_beta,2,,0.0019989471855127437,0.06543770305569692,,,,,0.006543770305569692,100,100,0,20
nonlinear_moderates,2000,structured_flow,latent_beta,3,,-0.005164112763576757,0.03219210861398644,,,,,0.0032192108613986444,100,100,0,20
nonlinear_moderates,2000,structured_flow,latent_beta,4,,-0.001109654813579424,0.03379074126704816,,,,,0.003379074126704816,100,100,0,20
nonlinear_moderates,2000,structured_flow,wasserstein_unit,1,0.73482,0.7531201473966628,0.06768849235040787,0.018300147396662792,0.018300147396662792,0.06979118906741807,0.058231269917788556,0.006768849235040788,100,100,0,20
normal_linear,500,structured_flow,category_effect,1,-0.05276,-0.05247005657501146,0.013004157214624213,0.00028994342498852975,0.00028994342498852975,0.012942221254627444,0.010095021839032882,0.0013004157214624213,100,100,0,20
normal_linear,500,ordered_probit,category_effect,1,-0.05276,-0.051782898664083206,0.01117332608975604,0.0009771013359167904,0.0009771013359167904,0.01116017521231603,0.008653227077659727,0.001117332608975604,100,100,0,20
normal_linear,500,model_free_flow,category_effect,1,-0.05276,-0.051643750663219655,0.02346018153412945,0.0011162493367803442,0.0011162493367803442,0.023369260343879684,0.01890158714776761,0.0023460181534129447,100,100,0,20
normal_linear,500,empirical,category_effect,1,-0.05276,-0.05086430822169375,0.021800510294928556,0.001895691778306256,0.001895691778306256,0.021773912692633613,0.017006712071538053,0.0021800510294928558,100,100,0,20
normal_linear,500,ordered_logit,category_effect,1,-0.05276,-0.04768580708158446,0.010820277828457287,0.005074192918415543,0.005074192918415543,0.011901893208034288,0.009285494984144,0.0010820277828457287,100,100,0,20
